area_code,area_name,period,indicator,measure,units,value
E06000050,Cheshire West and Chester,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E08000002,Bury,August 2024,Claimant count,Count,Persons,5915
E08000002,Bury,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000015,Derby,August 2024,Claimant count,Count,Persons,9420
E06000015,Derby,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000031,Peterborough,August 2024,Claimant count,Count,Persons,8545
E06000031,Peterborough,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000004,Stockton-on-Tees,August 2024,Claimant count,Count,Persons,5230
E06000004,Stockton-on-Tees,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000006,Halton,August 2024,Claimant count,Count,Persons,3760
E06000006,Halton,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E08000009,Trafford,August 2024,Claimant count,Count,Persons,4905
E08000009,Trafford,August 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E92000001,England,September 2024,Claimant count,Count,Persons,1546695
E92000001,England,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000030,Swindon,September 2024,Claimant count,Count,Persons,5275
E06000030,Swindon,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000007,Warrington,September 2024,Claimant count,Count,Persons,3590
E06000007,Warrington,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000042,Milton Keynes,September 2024,Claimant count,Count,Persons,8390
E06000042,Milton Keynes,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000029,Solihull,September 2024,Claimant count,Count,Persons,4785
E08000029,Solihull,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000025,South Gloucestershire,September 2024,Claimant count,Count,Persons,3935
E06000025,South Gloucestershire,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.1
E08000007,Stockport,September 2024,Claimant count,Count,Persons,6275
E08000007,Stockport,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000020,Telford and Wrekin,September 2024,Claimant count,Count,Persons,4815
E06000020,Telford and Wrekin,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000055,Bedford,September 2024,Claimant count,Count,Persons,5335
E06000055,Bedford,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000050,Cheshire West and Chester,September 2024,Claimant count,Count,Persons,6030
E06000050,Cheshire West and Chester,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E08000002,Bury,September 2024,Claimant count,Count,Persons,5920
E08000002,Bury,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000015,Derby,September 2024,Claimant count,Count,Persons,9350
E06000015,Derby,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000031,Peterborough,September 2024,Claimant count,Count,Persons,8315
E06000031,Peterborough,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E06000004,Stockton-on-Tees,September 2024,Claimant count,Count,Persons,5200
E06000004,Stockton-on-Tees,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000006,Halton,September 2024,Claimant count,Count,Persons,3760
E06000006,Halton,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E08000009,Trafford,September 2024,Claimant count,Count,Persons,4800
E08000009,Trafford,September 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E92000001,England,October 2024,Claimant count,Count,Persons,1536235
E92000001,England,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000030,Swindon,October 2024,Claimant count,Count,Persons,5245
E06000030,Swindon,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000007,Warrington,October 2024,Claimant count,Count,Persons,3505
E06000007,Warrington,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000042,Milton Keynes,October 2024,Claimant count,Count,Persons,8425
E06000042,Milton Keynes,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000029,Solihull,October 2024,Claimant count,Count,Persons,4740
E08000029,Solihull,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000025,South Gloucestershire,October 2024,Claimant count,Count,Persons,3875
E06000025,South Gloucestershire,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.1
E08000007,Stockport,October 2024,Claimant count,Count,Persons,6035
E08000007,Stockport,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000020,Telford and Wrekin,October 2024,Claimant count,Count,Persons,4695
E06000020,Telford and Wrekin,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000055,Bedford,October 2024,Claimant count,Count,Persons,5250
E06000055,Bedford,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000050,Cheshire West and Chester,October 2024,Claimant count,Count,Persons,5990
E06000050,Cheshire West and Chester,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E08000002,Bury,October 2024,Claimant count,Count,Persons,5740
E08000002,Bury,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000015,Derby,October 2024,Claimant count,Count,Persons,9195
E06000015,Derby,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000031,Peterborough,October 2024,Claimant count,Count,Persons,8160
E06000031,Peterborough,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000004,Stockton-on-Tees,October 2024,Claimant count,Count,Persons,5090
E06000004,Stockton-on-Tees,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000006,Halton,October 2024,Claimant count,Count,Persons,3625
E06000006,Halton,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,October 2024,Claimant count,Count,Persons,4750
E08000009,Trafford,October 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E92000001,England,November 2024,Claimant count,Count,Persons,1511445
E92000001,England,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000030,Swindon,November 2024,Claimant count,Count,Persons,5135
E06000030,Swindon,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000007,Warrington,November 2024,Claimant count,Count,Persons,3475
E06000007,Warrington,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000042,Milton Keynes,November 2024,Claimant count,Count,Persons,8170
E06000042,Milton Keynes,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000029,Solihull,November 2024,Claimant count,Count,Persons,4685
E08000029,Solihull,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000025,South Gloucestershire,November 2024,Claimant count,Count,Persons,3725
E06000025,South Gloucestershire,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2
E08000007,Stockport,November 2024,Claimant count,Count,Persons,5820
E08000007,Stockport,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,November 2024,Claimant count,Count,Persons,4660
E06000020,Telford and Wrekin,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000055,Bedford,November 2024,Claimant count,Count,Persons,5125
E06000055,Bedford,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000050,Cheshire West and Chester,November 2024,Claimant count,Count,Persons,5795
E06000050,Cheshire West and Chester,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E08000002,Bury,November 2024,Claimant count,Count,Persons,5575
E08000002,Bury,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000015,Derby,November 2024,Claimant count,Count,Persons,9175
E06000015,Derby,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000031,Peterborough,November 2024,Claimant count,Count,Persons,8025
E06000031,Peterborough,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000004,Stockton-on-Tees,November 2024,Claimant count,Count,Persons,4980
E06000004,Stockton-on-Tees,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000006,Halton,November 2024,Claimant count,Count,Persons,3560
E06000006,Halton,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,November 2024,Claimant count,Count,Persons,4625
E08000009,Trafford,November 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E92000001,England,December 2024,Claimant count,Count,Persons,1517155
E92000001,England,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000030,Swindon,December 2024,Claimant count,Count,Persons,5035
E06000030,Swindon,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000007,Warrington,December 2024,Claimant count,Count,Persons,3475
E06000007,Warrington,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000042,Milton Keynes,December 2024,Claimant count,Count,Persons,8080
E06000042,Milton Keynes,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000029,Solihull,December 2024,Claimant count,Count,Persons,4705
E08000029,Solihull,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000025,South Gloucestershire,December 2024,Claimant count,Count,Persons,3745
E06000025,South Gloucestershire,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2
E08000007,Stockport,December 2024,Claimant count,Count,Persons,5570
E08000007,Stockport,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,December 2024,Claimant count,Count,Persons,4695
E06000020,Telford and Wrekin,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000055,Bedford,December 2024,Claimant count,Count,Persons,5215
E06000055,Bedford,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000050,Cheshire West and Chester,December 2024,Claimant count,Count,Persons,5875
E06000050,Cheshire West and Chester,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E08000002,Bury,December 2024,Claimant count,Count,Persons,5590
E08000002,Bury,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000015,Derby,December 2024,Claimant count,Count,Persons,9110
E06000015,Derby,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000031,Peterborough,December 2024,Claimant count,Count,Persons,7985
E06000031,Peterborough,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000004,Stockton-on-Tees,December 2024,Claimant count,Count,Persons,4940
E06000004,Stockton-on-Tees,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000006,Halton,December 2024,Claimant count,Count,Persons,3500
E06000006,Halton,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000009,Trafford,December 2024,Claimant count,Count,Persons,4605
E08000009,Trafford,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E05000819,Altrincham,December 2024,Claimant count,Count,Persons,160
E05000819,Altrincham,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.9
E05000820,Ashton upon Mersey,December 2024,Claimant count,Count,Persons,145
E05000820,Ashton upon Mersey,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E05000821,Bowdon,December 2024,Claimant count,Count,Persons,55
E05000821,Bowdon,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.1
E05000822,Broadheath,December 2024,Claimant count,Count,Persons,145
E05000822,Broadheath,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E05000823,Brooklands,December 2024,Claimant count,Count,Persons,85
E05000823,Brooklands,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E05000824,Bucklow-St Martins,December 2024,Claimant count,Count,Persons,370
E05000824,Bucklow-St Martins,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E05000825,Clifford,December 2024,Claimant count,Count,Persons,655
E05000825,Clifford,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E05000826,Davyhulme East,December 2024,Claimant count,Count,Persons,160
E05000826,Davyhulme East,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E05000827,Davyhulme West,December 2024,Claimant count,Count,Persons,155
E05000827,Davyhulme West,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E05000828,Flixton,December 2024,Claimant count,Count,Persons,95
E05000828,Flixton,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.5
E05000829,Gorse Hill,December 2024,Claimant count,Count,Persons,485
E05000829,Gorse Hill,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E05000830,Hale Barns,December 2024,Claimant count,Count,Persons,100
E05000830,Hale Barns,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.8
E05000831,Hale Central,December 2024,Claimant count,Count,Persons,95
E05000831,Hale Central,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E05000832,Longford,December 2024,Claimant count,Count,Persons,505
E05000832,Longford,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E05000833,Priory,December 2024,Claimant count,Count,Persons,135
E05000833,Priory,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E05000835,Sale Moor,December 2024,Claimant count,Count,Persons,190
E05000835,Sale Moor,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E05000834,St Mary's,December 2024,Claimant count,Count,Persons,275
E05000834,St Mary's,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E05000836,Stretford,December 2024,Claimant count,Count,Persons,360
E05000836,Stretford,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E05000837,Timperley,December 2024,Claimant count,Count,Persons,60
E05000837,Timperley,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,0.9
E05000838,Urmston,December 2024,Claimant count,Count,Persons,180
E05000838,Urmston,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E05000839,Village,December 2024,Claimant count,Count,Persons,205
E05000839,Village,December 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
